Provider,inpatient_claims,inpatient_total_reimbursement,inpatient_avg_reimbursement,inpatient_median_reimbursement,inpatient_unique_beneficiaries,avg_length_of_stay,max_length_of_stay,high_cost_inpatient_claims,high_cost_inpatient_rate,outpatient_claims,outpatient_total_reimbursement,outpatient_avg_reimbursement,outpatient_median_reimbursement,outpatient_unique_beneficiaries,high_cost_outpatient_claims,high_cost_outpatient_rate,total_claims,total_reimbursement,avg_reimbursement_per_claim,total_unique_beneficiaries_x,total_unique_beneficiaries_y,total_unique_beneficiaries,claims_per_beneficiary,reimbursement_per_beneficiary,total_high_cost_claims,overall_high_cost_rate,inpatient_claim_mix,outpatient_claim_mix,inpatient_total_deductible,outpatient_total_deductible,total_deductible,avg_diagnosis_codes,avg_procedure_codes,PotentialFraud
PRV55928,,,,,,,,,,12.0,6410.0,534.1666666666666,100.0,11.0,2.0,0.16666666666666666,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55929,,,,,,,,,,287.0,68790.0,239.68641114982577,70.0,215.0,26.0,0.09059233449477352,,,0.0,215,215,215,0.0,0.0,,0.0,0.0,0.0,0.0,800.0,800.0,,,No
PRV55931,,,,,,,,,,295.0,85700.0,290.50847457627117,80.0,108.0,34.0,0.1152542372881356,,,0.0,108,108,108,0.0,0.0,,0.0,0.0,0.0,0.0,810.0,810.0,,,No
PRV55935,,,,,,,,,,550.0,125030.0,227.3272727272727,70.0,393.0,45.0,0.08181818181818182,,,0.0,393,393,393,0.0,0.0,,0.0,0.0,0.0,0.0,1310.0,1310.0,,,No
PRV55936,,,,,,,,,,24.0,5750.0,239.58333333333334,100.0,24.0,2.0,0.08333333333333333,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,90.0,90.0,,,No
PRV55938,,,,,,,,,,9.0,1400.0,155.55555555555554,100.0,9.0,0.0,0.0,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55940,,,,,,,,,,32.0,7690.0,240.3125,100.0,29.0,2.0,0.0625,,,0.0,29,29,29,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV55941,,,,,,,,,,57.0,14730.0,258.42105263157896,60.0,56.0,5.0,0.08771929824561403,,,0.0,56,56,56,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV55945,,,,,,,,,,20.0,5050.0,252.5,55.0,19.0,2.0,0.1,,,0.0,19,19,19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55946,,,,,,,,,,50.0,22600.0,452.0,100.0,50.0,4.0,0.08,,,0.0,50,50,50,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV55950,,,,,,,,,,11.0,7470.0,679.0909090909091,100.0,11.0,3.0,0.2727272727272727,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55953,,,,,,,,,,13.0,5630.0,433.0769230769231,100.0,13.0,4.0,0.3076923076923077,,,0.0,13,13,13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55955,,,,,,,,,,246.0,63250.0,257.1138211382114,90.0,235.0,22.0,0.08943089430894309,,,0.0,235,235,235,0.0,0.0,,0.0,0.0,0.0,0.0,610.0,610.0,,,No
PRV55958,,,,,,,,,,30.0,8020.0,267.3333333333333,70.0,28.0,3.0,0.1,,,0.0,28,28,28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55959,,,,,,,,,,324.0,74710.0,230.58641975308643,70.0,160.0,26.0,0.08024691358024691,,,0.0,160,160,160,0.0,0.0,,0.0,0.0,0.0,0.0,810.0,810.0,,,Yes
PRV55963,,,,,,,,,,47.0,8530.0,181.48936170212767,100.0,43.0,0.0,0.0,,,0.0,43,43,43,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV55964,,,,,,,,,,37.0,8180.0,221.0810810810811,60.0,33.0,4.0,0.10810810810810811,,,0.0,33,33,33,0.0,0.0,,0.0,0.0,0.0,0.0,130.0,130.0,,,No
PRV55965,,,,,,,,,,33.0,9180.0,278.1818181818182,100.0,30.0,3.0,0.09090909090909091,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV55966,,,,,,,,,,21.0,7620.0,362.85714285714283,90.0,21.0,5.0,0.23809523809523808,,,0.0,21,21,21,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55968,,,,,,,,,,148.0,53460.0,361.2162162162162,80.0,75.0,22.0,0.14864864864864866,,,0.0,75,75,75,0.0,0.0,,0.0,0.0,0.0,0.0,570.0,570.0,,,No
PRV55969,,,,,,,,,,688.0,204140.0,296.7151162790698,80.0,527.0,75.0,0.10901162790697674,,,0.0,527,527,527,0.0,0.0,,0.0,0.0,0.0,0.0,2200.0,2200.0,,,No
PRV55974,,,,,,,,,,175.0,69110.0,394.9142857142857,90.0,51.0,20.0,0.11428571428571428,,,0.0,51,51,51,0.0,0.0,,0.0,0.0,0.0,0.0,310.0,310.0,,,No
PRV55977,,,,,,,,,,1302.0,371100.0,285.0230414746544,80.0,762.0,133.0,0.10215053763440861,,,0.0,762,762,762,0.0,0.0,,0.0,0.0,0.0,0.0,3110.0,3110.0,,,Yes
PRV55980,,,,,,,,,,17.0,8700.0,511.7647058823529,100.0,17.0,5.0,0.29411764705882354,,,0.0,17,17,17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55982,,,,,,,,,,4.0,750.0,187.5,165.0,4.0,0.0,0.0,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55984,,,,,,,,,,392.0,126120.0,321.734693877551,80.0,282.0,48.0,0.12244897959183673,,,0.0,282,282,282,0.0,0.0,,0.0,0.0,0.0,0.0,830.0,830.0,,,No
PRV55985,,,,,,,,,,58.0,19270.0,332.2413793103448,70.0,52.0,6.0,0.10344827586206896,,,0.0,52,52,52,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV55986,,,,,,,,,,232.0,65390.0,281.8534482758621,70.0,212.0,27.0,0.11637931034482758,,,0.0,212,212,212,0.0,0.0,,0.0,0.0,0.0,0.0,660.0,660.0,,,No
PRV55989,,,,,,,,,,2.0,150.0,75.0,75.0,2.0,0.0,0.0,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55991,,,,,,,,,,32.0,6570.0,205.3125,70.0,31.0,2.0,0.0625,,,0.0,31,31,31,0.0,0.0,,0.0,0.0,0.0,0.0,150.0,150.0,,,No
PRV55993,,,,,,,,,,32.0,5360.0,167.5,85.0,28.0,1.0,0.03125,,,0.0,28,28,28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55995,,,,,,,,,,46.0,19840.0,431.30434782608694,100.0,42.0,8.0,0.17391304347826086,,,0.0,42,42,42,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV55997,,,,,,,,,,326.0,79640.0,244.29447852760737,70.0,243.0,26.0,0.07975460122699386,,,0.0,243,243,243,0.0,0.0,,0.0,0.0,0.0,0.0,1140.0,1140.0,,,No
PRV55999,,,,,,,,,,306.0,74190.0,242.45098039215685,70.0,120.0,24.0,0.0784313725490196,,,0.0,120,120,120,0.0,0.0,,0.0,0.0,0.0,0.0,480.0,480.0,,,No
PRV56004,,,,,,,,,,5.0,3470.0,694.0,50.0,5.0,1.0,0.2,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV56006,,,,,,,,,,1090.0,289380.0,265.48623853211006,70.0,531.0,114.0,0.10458715596330276,,,0.0,531,531,531,0.0,0.0,,0.0,0.0,0.0,0.0,3170.0,3170.0,,,No
PRV56008,,,,,,,,,,1370.0,476600.0,347.88321167883214,80.0,686.0,175.0,0.12773722627737227,,,0.0,686,686,686,0.0,0.0,,0.0,0.0,0.0,0.0,4080.0,4080.0,,,Yes
PRV56010,,,,,,,,,,83.0,21600.0,260.2409638554217,80.0,82.0,9.0,0.10843373493975904,,,0.0,82,82,82,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,250.0,,,No
PRV56011,,,,,,,,,,2833.0,741640.0,261.7860924814684,70.0,1164.0,248.0,0.08753971055418285,,,0.0,1164,1164,1164,0.0,0.0,,0.0,0.0,0.0,0.0,8100.0,8100.0,,,Yes
PRV56013,,,,,,,,,,90.0,27360.0,304.0,80.0,86.0,9.0,0.1,,,0.0,86,86,86,0.0,0.0,,0.0,0.0,0.0,0.0,320.0,320.0,,,No
PRV56016,,,,,,,,,,12.0,6350.0,529.1666666666666,75.0,12.0,3.0,0.25,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56019,,,,,,,,,,659.0,186820.0,283.49013657056145,80.0,268.0,70.0,0.1062215477996965,,,0.0,268,268,268,0.0,0.0,,0.0,0.0,0.0,0.0,2450.0,2450.0,,,No
PRV56021,,,,,,,,,,128.0,39920.0,311.875,80.0,124.0,14.0,0.109375,,,0.0,124,124,124,0.0,0.0,,0.0,0.0,0.0,0.0,150.0,150.0,,,No
PRV56025,,,,,,,,,,153.0,44660.0,291.8954248366013,70.0,148.0,20.0,0.13071895424836602,,,0.0,148,148,148,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56026,,,,,,,,,,44.0,29650.0,673.8636363636364,200.0,43.0,12.0,0.2727272727272727,,,0.0,43,43,43,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV56027,,,,,,,,,,25.0,8840.0,353.6,70.0,24.0,4.0,0.16,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,190.0,,,No
PRV56029,,,,,,,,,,1.0,100.0,100.0,100.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56030,,,,,,,,,,204.0,60370.0,295.9313725490196,65.0,102.0,18.0,0.08823529411764706,,,0.0,102,102,102,0.0,0.0,,0.0,0.0,0.0,0.0,220.0,220.0,,,No
PRV56032,,,,,,,,,,9.0,3000.0,333.3333333333333,100.0,9.0,1.0,0.1111111111111111,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV56034,,,,,,,,,,13.0,1530.0,117.6923076923077,40.0,13.0,1.0,0.07692307692307693,,,0.0,13,13,13,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,No
PRV56036,,,,,,,,,,49.0,13140.0,268.16326530612247,70.0,48.0,4.0,0.08163265306122448,,,0.0,48,48,48,0.0,0.0,,0.0,0.0,0.0,0.0,90.0,90.0,,,No
PRV56037,,,,,,,,,,5.0,1840.0,368.0,300.0,5.0,2.0,0.4,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56039,,,,,,,,,,97.0,26020.0,268.2474226804124,60.0,34.0,11.0,0.1134020618556701,,,0.0,34,34,34,0.0,0.0,,0.0,0.0,0.0,0.0,390.0,390.0,,,No
PRV56040,,,,,,,,,,13.0,22850.0,1757.6923076923076,100.0,11.0,4.0,0.3076923076923077,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56041,,,,,,,,,,55.0,32040.0,582.5454545454545,100.0,19.0,11.0,0.2,,,0.0,19,19,19,0.0,0.0,,0.0,0.0,0.0,0.0,30.0,30.0,,,No
PRV56045,,,,,,,,,,120.0,27980.0,233.16666666666666,80.0,49.0,11.0,0.09166666666666666,,,0.0,49,49,49,0.0,0.0,,0.0,0.0,0.0,0.0,450.0,450.0,,,No
PRV56047,,,,,,,,,,3.0,60.0,20.0,20.0,3.0,0.0,0.0,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56048,,,,,,,,,,16.0,7380.0,461.25,95.0,16.0,2.0,0.125,,,0.0,16,16,16,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56049,,,,,,,,,,149.0,32580.0,218.65771812080536,80.0,101.0,14.0,0.09395973154362416,,,0.0,101,101,101,0.0,0.0,,0.0,0.0,0.0,0.0,110.0,110.0,,,No
PRV56050,,,,,,,,,,1.0,40.0,40.0,40.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56051,,,,,,,,,,4.0,1280.0,320.0,150.0,4.0,1.0,0.25,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56052,,,,,,,,,,12.0,2950.0,245.83333333333334,80.0,10.0,1.0,0.08333333333333333,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56054,,,,,,,,,,45.0,18830.0,418.44444444444446,80.0,26.0,8.0,0.17777777777777778,,,0.0,26,26,26,0.0,0.0,,0.0,0.0,0.0,0.0,300.0,300.0,,,No
PRV56055,,,,,,,,,,9.0,4470.0,496.6666666666667,100.0,8.0,1.0,0.1111111111111111,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56056,,,,,,,,,,1.0,40.0,40.0,40.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56060,,,,,,,,,,1.0,50.0,50.0,50.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56062,,,,,,,,,,25.0,6290.0,251.6,100.0,24.0,2.0,0.08,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV56063,,,,,,,,,,11.0,1670.0,151.8181818181818,80.0,11.0,0.0,0.0,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56065,,,,,,,,,,1.0,70.0,70.0,70.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56066,,,,,,,,,,8.0,4010.0,501.25,70.0,8.0,1.0,0.125,,,0.0,8,8,8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56067,,,,,,,,,,3.0,1310.0,436.6666666666667,500.0,3.0,1.0,0.3333333333333333,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56068,,,,,,,,,,41.0,15780.0,384.8780487804878,70.0,38.0,5.0,0.12195121951219512,,,0.0,38,38,38,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV56071,,,,,,,,,,3.0,270.0,90.0,50.0,3.0,0.0,0.0,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56072,,,,,,,,,,1.0,80.0,80.0,80.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56073,,,,,,,,,,12.0,2440.0,203.33333333333334,85.0,12.0,1.0,0.08333333333333333,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56075,,,,,,,,,,12.0,3020.0,251.66666666666666,50.0,12.0,2.0,0.16666666666666666,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56076,,,,,,,,,,3.0,520.0,173.33333333333334,80.0,3.0,0.0,0.0,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56077,,,,,,,,,,7.0,2450.0,350.0,70.0,7.0,1.0,0.14285714285714285,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56078,,,,,,,,,,4.0,510.0,127.5,55.0,4.0,0.0,0.0,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56080,,,,,,,,,,5.0,250.0,50.0,40.0,5.0,0.0,0.0,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56083,,,,,,,,,,3.0,3570.0,1190.0,200.0,3.0,1.0,0.3333333333333333,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56084,,,,,,,,,,1.0,50.0,50.0,50.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56086,,,,,,,,,,16.0,4280.0,267.5,80.0,14.0,1.0,0.0625,,,0.0,14,14,14,0.0,0.0,,0.0,0.0,0.0,0.0,90.0,90.0,,,No
PRV56087,,,,,,,,,,1.0,300.0,300.0,300.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56088,,,,,,,,,,85.0,25150.0,295.88235294117646,100.0,74.0,9.0,0.10588235294117647,,,0.0,74,74,74,0.0,0.0,,0.0,0.0,0.0,0.0,310.0,310.0,,,No
PRV56089,,,,,,,,,,1.0,10.0,10.0,10.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56090,,,,,,,,,,12.0,1580.0,131.66666666666666,65.0,11.0,0.0,0.0,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56091,,,,,,,,,,1.0,200.0,200.0,200.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56092,,,,,,,,,,5.0,4330.0,866.0,300.0,4.0,2.0,0.4,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56093,,,,,,,,,,7.0,2070.0,295.7142857142857,80.0,7.0,1.0,0.14285714285714285,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56094,,,,,,,,,,25.0,7510.0,300.4,90.0,24.0,2.0,0.08,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,140.0,140.0,,,No
PRV56095,,,,,,,,,,11.0,4910.0,446.3636363636364,100.0,10.0,2.0,0.18181818181818182,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56098,,,,,,,,,,21.0,2840.0,135.23809523809524,70.0,18.0,1.0,0.047619047619047616,,,0.0,18,18,18,0.0,0.0,,0.0,0.0,0.0,0.0,90.0,90.0,,,No
PRV56099,,,,,,,,,,3.0,630.0,210.0,80.0,3.0,0.0,0.0,,,0.0,3,3,3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56101,,,,,,,,,,5.0,5620.0,1124.0,500.0,5.0,2.0,0.4,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV56104,,,,,,,,,,483.0,116260.0,240.703933747412,70.0,232.0,41.0,0.08488612836438923,,,0.0,232,232,232,0.0,0.0,,0.0,0.0,0.0,0.0,1190.0,1190.0,,,Yes
PRV56108,,,,,,,,,,15.0,7360.0,490.6666666666667,80.0,11.0,4.0,0.26666666666666666,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56109,,,,,,,,,,12.0,2320.0,193.33333333333334,80.0,11.0,0.0,0.0,,,0.0,11,11,11,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56111,,,,,,,,,,93.0,20060.0,215.69892473118279,80.0,50.0,6.0,0.06451612903225806,,,0.0,50,50,50,0.0,0.0,,0.0,0.0,0.0,0.0,220.0,220.0,,,No
PRV56113,,,,,,,,,,45.0,16260.0,361.3333333333333,70.0,30.0,6.0,0.13333333333333333,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56114,,,,,,,,,,41.0,13180.0,321.4634146341463,60.0,26.0,5.0,0.12195121951219512,,,0.0,26,26,26,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV56115,,,,,,,,,,2.0,290.0,145.0,145.0,2.0,0.0,0.0,,,0.0,2,2,2,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56116,,,,,,,,,,35.0,9790.0,279.7142857142857,80.0,34.0,3.0,0.08571428571428572,,,0.0,34,34,34,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,70.0,,,No
PRV56117,,,,,,,,,,14.0,1420.0,101.42857142857143,60.0,12.0,0.0,0.0,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56137,,,,,,,,,,48.0,16150.0,336.4583333333333,85.0,30.0,6.0,0.125,,,0.0,30,30,30,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,120.0,,,No
PRV56138,,,,,,,,,,36.0,13160.0,365.55555555555554,100.0,22.0,6.0,0.16666666666666666,,,0.0,22,22,22,0.0,0.0,,0.0,0.0,0.0,0.0,460.0,460.0,,,No
PRV56141,,,,,,,,,,39.0,14540.0,372.8205128205128,100.0,28.0,5.0,0.1282051282051282,,,0.0,28,28,28,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,No
PRV56143,,,,,,,,,,29.0,5220.0,180.0,50.0,24.0,2.0,0.06896551724137931,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV56145,,,,,,,,,,52.0,22650.0,435.5769230769231,100.0,40.0,9.0,0.17307692307692307,,,0.0,40,40,40,0.0,0.0,,0.0,0.0,0.0,0.0,210.0,210.0,,,No
PRV56146,,,,,,,,,,21.0,11600.0,552.3809523809524,200.0,14.0,5.0,0.23809523809523808,,,0.0,14,14,14,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56148,,,,,,,,,,143.0,23950.0,167.4825174825175,70.0,70.0,10.0,0.06993006993006994,,,0.0,70,70,70,0.0,0.0,,0.0,0.0,0.0,0.0,210.0,210.0,,,No
PRV56149,,,,,,,,,,27.0,6130.0,227.03703703703704,60.0,16.0,2.0,0.07407407407407407,,,0.0,16,16,16,0.0,0.0,,0.0,0.0,0.0,0.0,120.0,120.0,,,No
PRV56151,,,,,,,,,,87.0,17780.0,204.367816091954,80.0,42.0,6.0,0.06896551724137931,,,0.0,42,42,42,0.0,0.0,,0.0,0.0,0.0,0.0,110.0,110.0,,,No
PRV56152,,,,,,,,,,18.0,6620.0,367.77777777777777,200.0,15.0,1.0,0.05555555555555555,,,0.0,15,15,15,0.0,0.0,,0.0,0.0,0.0,0.0,20.0,20.0,,,No
PRV56153,,,,,,,,,,9.0,1410.0,156.66666666666666,50.0,9.0,1.0,0.1111111111111111,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56154,,,,,,,,,,19.0,4350.0,228.94736842105263,70.0,19.0,3.0,0.15789473684210525,,,0.0,19,19,19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56157,,,,,,,,,,38.0,13840.0,364.2105263157895,95.0,32.0,4.0,0.10526315789473684,,,0.0,32,32,32,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56158,,,,,,,,,,38.0,5930.0,156.05263157894737,60.0,24.0,2.0,0.05263157894736842,,,0.0,24,24,24,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,40.0,,,No
PRV56159,,,,,,,,,,30.0,7160.0,238.66666666666666,100.0,29.0,2.0,0.06666666666666667,,,0.0,29,29,29,0.0,0.0,,0.0,0.0,0.0,0.0,350.0,350.0,,,No
PRV56163,,,,,,,,,,7.0,3180.0,454.2857142857143,70.0,6.0,1.0,0.14285714285714285,,,0.0,6,6,6,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV56164,,,,,,,,,,27.0,5570.0,206.2962962962963,80.0,27.0,2.0,0.07407407407407407,,,0.0,27,27,27,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56165,,,,,,,,,,19.0,12810.0,674.2105263157895,300.0,13.0,8.0,0.42105263157894735,,,0.0,13,13,13,0.0,0.0,,0.0,0.0,0.0,0.0,50.0,50.0,,,No
PRV56168,,,,,,,,,,1.0,20.0,20.0,20.0,1.0,0.0,0.0,,,0.0,1,1,1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56169,,,,,,,,,,22.0,7350.0,334.09090909090907,85.0,17.0,3.0,0.13636363636363635,,,0.0,17,17,17,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56171,,,,,,,,,,15.0,1140.0,76.0,80.0,12.0,0.0,0.0,,,0.0,12,12,12,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,,,No
PRV56176,,,,,,,,,,21.0,7960.0,379.04761904761904,90.0,15.0,3.0,0.14285714285714285,,,0.0,15,15,15,0.0,0.0,,0.0,0.0,0.0,0.0,250.0,250.0,,,No
PRV56177,,,,,,,,,,18.0,2600.0,144.44444444444446,50.0,10.0,1.0,0.05555555555555555,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,80.0,,,No
PRV56181,,,,,,,,,,12.0,4550.0,379.1666666666667,135.0,9.0,2.0,0.16666666666666666,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56182,,,,,,,,,,51.0,13590.0,266.47058823529414,60.0,44.0,4.0,0.0784313725490196,,,0.0,44,44,44,0.0,0.0,,0.0,0.0,0.0,0.0,170.0,170.0,,,No
PRV56183,,,,,,,,,,23.0,4240.0,184.34782608695653,80.0,19.0,1.0,0.043478260869565216,,,0.0,19,19,19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56184,,,,,,,,,,18.0,2730.0,151.66666666666666,60.0,9.0,1.0,0.05555555555555555,,,0.0,9,9,9,0.0,0.0,,0.0,0.0,0.0,0.0,130.0,130.0,,,No
PRV56185,,,,,,,,,,7.0,530.0,75.71428571428571,60.0,7.0,0.0,0.0,,,0.0,7,7,7,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,100.0,,,No
PRV56186,,,,,,,,,,12.0,2660.0,221.66666666666666,65.0,10.0,1.0,0.08333333333333333,,,0.0,10,10,10,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56187,,,,,,,,,,18.0,4970.0,276.1111111111111,100.0,14.0,1.0,0.05555555555555555,,,0.0,14,14,14,0.0,0.0,,0.0,0.0,0.0,0.0,110.0,110.0,,,No
PRV56189,,,,,,,,,,6.0,960.0,160.0,55.0,5.0,1.0,0.16666666666666666,,,0.0,5,5,5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,No
PRV56190,,,,,,,,,,6.0,790.0,131.66666666666666,85.0,4.0,0.0,0.0,,,0.0,4,4,4,0.0,0.0,,0.0,0.0,0.0,0.0,60.0,60.0,,,No
PRV56191,,,,,,,,,,62.0,20710.0,334.03225806451616,80.0,37.0,9.0,0.14516129032258066,,,0.0,37,37,37,0.0,0.0,,0.0,0.0,0.0,0.0,400.0,400.0,,,No
